path,name,rows,cols,nnzs,sparsity
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_5_self_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_5_self_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_4_self_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_4_self_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_2_ffn_conv2_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_2_ffn_conv2_fully_connected,512,2048,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_0_self_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_0_self_attention_multihead_attention_q_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_1_self_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_1_self_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_1_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_1_ffn_conv1_fully_connected,2048,512,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_3_self_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_3_self_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_4_self_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_4_self_attention_multihead_attention_q_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_1_encdec_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_1_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_0_encdec_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_0_encdec_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_0_self_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_0_self_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_0_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_0_ffn_conv1_fully_connected,2048,512,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_q_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_2_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_2_self_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_2_self_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_2_self_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_2_self_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_2_self_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_3_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_3_self_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_1_self_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_1_self_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_4_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_4_ffn_conv1_fully_connected,2048,512,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_2_encdec_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_2_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_4_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_4_self_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_4_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_4_self_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_0_self_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_0_self_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_5_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_5_self_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_3_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_3_self_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_0_encdec_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_0_encdec_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_2_self_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_2_self_attention_multihead_attention_q_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_0_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_0_self_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_0_self_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_0_self_attention_multihead_attention_q_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_0_encdec_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_0_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_2_ffn_conv2_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_2_ffn_conv2_fully_connected,512,2048,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_0_self_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_0_self_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_5_self_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_5_self_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_5_encdec_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_5_encdec_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_4_self_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_4_self_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_5_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_5_self_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_1_encdec_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_1_encdec_attention_multihead_attention_q_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_1_ffn_conv2_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_1_ffn_conv2_fully_connected,512,2048,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_5_encdec_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_5_encdec_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_2_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_2_ffn_conv1_fully_connected,2048,512,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_1_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_1_ffn_conv1_fully_connected,2048,512,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_3_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_3_ffn_conv1_fully_connected,2048,512,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/symbol_modality_33288_512_shared_.mtx,transformer/magnitude_pruning/0.5/symbol_modality_33288_512_shared_,33288,512,8521728.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_1_encdec_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_1_encdec_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_encoder_layer_0_ffn_conv2_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_encoder_layer_0_ffn_conv2_fully_connected,512,2048,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_2_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_2_self_attention_multihead_attention_v_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_2_self_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_2_self_attention_multihead_attention_q_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_5_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_5_ffn_conv1_fully_connected,2048,512,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_5_self_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_5_self_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_3_encdec_attention_multihead_attention_q_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_2_encdec_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_2_encdec_attention_multihead_attention_q_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_4_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_3_self_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_3_self_attention_multihead_attention_q_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_3_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_3_ffn_conv1_fully_connected,2048,512,524288.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_2_self_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_2_self_attention_multihead_attention_k_fully_connected,512,512,131072.0,0.5
dlmc/transformer/magnitude_pruning/0.5/body_decoder_layer_2_encdec_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.5/body_decoder_layer_2_encdec_attention_multihead_attention_k_fully_connected,512,512,131071.0,0.500003814697
dlmc/transformer/magnitude_pruning/0.6/body_encoder_layer_4_ffn_conv2_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_encoder_layer_4_ffn_conv2_fully_connected,512,2048,419430.0,0.60000038147
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_5_encdec_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_5_encdec_attention_multihead_attention_output_transform_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_0_ffn_conv2_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_0_ffn_conv2_fully_connected,512,2048,419430.0,0.60000038147
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_1_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_1_self_attention_multihead_attention_v_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_0_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_0_ffn_conv1_fully_connected,2048,512,419430.0,0.60000038147
dlmc/transformer/magnitude_pruning/0.6/body_encoder_layer_1_self_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_encoder_layer_1_self_attention_multihead_attention_v_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_encoder_layer_3_ffn_conv2_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_encoder_layer_3_ffn_conv2_fully_connected,512,2048,419430.0,0.60000038147
dlmc/transformer/magnitude_pruning/0.6/body_encoder_layer_1_self_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_encoder_layer_1_self_attention_multihead_attention_output_transform_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_5_encdec_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_5_encdec_attention_multihead_attention_q_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_4_self_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_4_self_attention_multihead_attention_q_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_5_self_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_5_self_attention_multihead_attention_q_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_encoder_layer_5_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_encoder_layer_5_ffn_conv1_fully_connected,2048,512,419430.0,0.60000038147
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_4_ffn_conv2_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_4_ffn_conv2_fully_connected,512,2048,419430.0,0.60000038147
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_1_ffn_conv2_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_1_ffn_conv2_fully_connected,512,2048,419430.0,0.60000038147
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_1_encdec_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_1_encdec_attention_multihead_attention_v_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_2_ffn_conv1_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_2_ffn_conv1_fully_connected,2048,512,419430.0,0.60000038147
dlmc/transformer/magnitude_pruning/0.6/body_encoder_layer_4_self_attention_multihead_attention_k_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_encoder_layer_4_self_attention_multihead_attention_k_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_2_encdec_attention_multihead_attention_v_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_2_encdec_attention_multihead_attention_v_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_encoder_layer_1_self_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_encoder_layer_1_self_attention_multihead_attention_q_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_decoder_layer_4_self_attention_multihead_attention_output_transform_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_decoder_layer_4_self_attention_multihead_attention_output_transform_fully_connected,512,512,104857.0,0.600002288818
dlmc/transformer/magnitude_pruning/0.6/body_encoder_layer_3_self_attention_multihead_attention_q_fully_connected.mtx,transformer/magnitude_pruning/0.6/body_encoder_layer_3_self_attention_multihead_attention_q_fully_connected,512,512,104857.0,0.600002288818
